,success_auc,success_auc,success_auc,success_auc,final_success,final_success,final_success,final_success,frames_to_50,frames_to_50,frames_to_50,frames_to_50,frames_to_90,frames_to_90,frames_to_90,frames_to_90,first_success_step,first_success_step,first_success_step,first_success_step,wall_time_s,wall_time_s,wall_time_s,wall_time_s,final_entropy,final_entropy,final_entropy,final_entropy,mean_cf_reward_coverage,mean_cf_reward_coverage,mean_cf_reward_coverage,mean_cf_reward_coverage,mean_cf_corr_gae,mean_cf_corr_gae,mean_cf_corr_gae,mean_cf_corr_gae
,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count
group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf,0.6740386666666667,0.6553360972712492,0.07704151561084031,5,1.0,0.998,0.004472135954999583,5,474528.0,505267.2,115257.1710359056,5,505920.0,545084.8,112941.8690265041,5,59184.0,102928.0,124723.46422385806,5,10661.0,11102.8,1017.0346183881836,5,0.8881066963076591,0.8655313584953547,0.17520125390035832,5,0.5774957523993205,0.5616039858566377,0.07027495674175285,5,0.0705709336713577,0.06806686072936498,0.012947912134244843,5
gae,0.55497056,0.5882361669775802,0.13153195845565271,5,0.99,0.992,0.004472135954999596,5,667696.0,608342.4,200678.9833261072,5,711472.0,649168.0,207633.7597212939,5,49856.0,55318.4,42675.394840587,5,1221.0,1191.7,96.8428882262399,5,0.9965923875570296,1.004785518348217,0.12708795482205354,5,,,,0,,,,0
