,success_auc,success_auc,success_auc,success_auc,final_success,final_success,final_success,final_success,frames_to_50,frames_to_50,frames_to_50,frames_to_50,frames_to_90,frames_to_90,frames_to_90,frames_to_90,first_success_step,first_success_step,first_success_step,first_success_step,wall_time_s,wall_time_s,wall_time_s,wall_time_s,final_entropy,final_entropy,final_entropy,final_entropy,mean_cf_reward_coverage,mean_cf_reward_coverage,mean_cf_reward_coverage,mean_cf_reward_coverage,mean_cf_corr_gae,mean_cf_corr_gae,mean_cf_corr_gae,mean_cf_corr_gae
,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count
group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf,0.2059096760146579,0.32879161012713387,0.2789375429946743,5,0.82,0.73,0.3587478222930419,5,3408.0,181030.4,245428.56625258602,5,2752.0,2405.3333333333335,1213.717155408678,3,3408.0,8233.6,9474.969804701228,5,2931.8,2898.46,235.2823155275382,5,1.0523778144270182,0.8838454948738217,0.5099469637676292,5,0.0308352849336455,0.12197846351655413,0.1430801536226827,5,0.0248374285493198,0.02323863900330216,0.015541464821876476,5
gae,0.5473354314629438,0.543923027258675,0.10052576322915234,5,1.0,0.974,0.03974921382870356,5,176000.0,127772.8,116685.06366797767,5,357840.0,241702.4,221986.49259087816,5,8496.0,9961.6,9036.662038606954,5,388.2,381.15999999999997,22.912943940052727,5,0.6236402615904808,0.5921217069029808,0.2836233917206891,5,,,,0,,,,0
