,success_auc,success_auc,success_auc,success_auc,final_success,final_success,final_success,final_success,frames_to_50,frames_to_50,frames_to_50,frames_to_50,frames_to_90,frames_to_90,frames_to_90,frames_to_90,first_success_step,first_success_step,first_success_step,first_success_step,wall_time_s,wall_time_s,wall_time_s,wall_time_s,final_entropy,final_entropy,final_entropy,final_entropy,mean_cf_reward_coverage,mean_cf_reward_coverage,mean_cf_reward_coverage,mean_cf_reward_coverage,mean_cf_corr_gae,mean_cf_corr_gae,mean_cf_corr_gae,mean_cf_corr_gae
,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count,median,mean,std,count
group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf,0.8241759475735002,0.8208345680068971,0.02142866347414082,5,1.0,0.994,0.013416407864998738,5,2304.0,2528.0,827.7584188638615,5,2304.0,2528.0,827.7584188638615,5,2304.0,2528.0,827.7584188638615,5,1020.5,1026.12,131.32424376328993,5,0.1400796854868531,0.14256580409128217,0.043713093225375955,5,0.4754612440737989,0.465860512937682,0.06906563286458725,5,0.156499656131033,0.16482315763457078,0.02370038590293635,5
gae,0.810046950157121,0.8082844526133057,0.023794071477066768,5,1.0,1.0,0.0,5,2304.0,2528.0,827.7584188638615,5,2304.0,2528.0,827.7584188638615,5,2304.0,2528.0,827.7584188638615,5,162.3,137.84,35.502929456595545,5,0.1560024749487638,0.15537067898549134,0.02907945168391772,5,,,,0,,,,0
