stage,group,seed,run_name,env_id,config_source,pg_mode,alpha_gae,alpha_cf,cf_horizon,cf_subsample,cf_branch_budget,total_timesteps,wall_time_s,n_episodes,first_success_step,out_dir,finished_at,git_sha,final_success,n_success_episodes,success_auc,frames_to_50,frames_to_90,final_subgoal1,final_subgoal2,final_return_100,final_length_100,final_entropy,final_approx_kl,final_clipfrac,final_explained_variance,final_pg_loss,final_v_loss,final_sps,mean_cf_centering,final_cf_centering,mean_cf_mean_abs,final_cf_mean_abs,mean_cf_corr_gae,final_cf_corr_gae,mean_cf_frac_states,final_cf_frac_states,mean_cf_reward_coverage,final_cf_reward_coverage,mean_cf_terminated_within_horizon,final_cf_terminated_within_horizon,mean_cf_frac_states_any_reward,final_cf_frac_states_any_reward,mean_cf_n_cf_states,final_cf_n_cf_states
E1_RBD6,cf,0,e1_rbd6_cf,MiniGrid-RedBlueDoors-6x6-v0,redbluedoors6x6_cf,cf_all_action,1.0,0.1,64,0.025,3.2,2000000,6560.9,86515,11728,runs/e1_rbd6_cf/seed_0,2026-09-08T18:02:25+0800,,1.0,82749,0.7713486341192543,489024.0,554496.0,1.0,1.0,0.9816250000000001,14.7,0.0393765876069664,0.0529562610687122,0.0384521484375,0.9205462201303696,-0.0035200900456402,6.882401794428006e-05,304.0,6.384864114866626e-06,1.3159634363546502e-05,0.9217944978201975,2.1677792072296143,0.10677430957945094,-0.1772159487009048,0.0250244140625,0.0250244140625,0.707865425258468,0.9794425087108014,0.7754069800651167,0.9801393728222996,0.7839264294282288,1.0,205.0,205.0
E1_RBD6,cf,1,e1_rbd6_cf,MiniGrid-RedBlueDoors-6x6-v0,redbluedoors6x6_cf,cf_all_action,1.0,0.1,64,0.025,3.2,2000000,8269.0,58777,4816,runs/e1_rbd6_cf/seed_1,2026-09-08T18:30:55+0800,,1.0,53430,0.6167768776166555,789856.0,934960.0,1.0,1.0,0.9816749999999999,14.66,0.0610658330842852,0.036902288426776,0.04638671875,0.8281138569633981,-0.0059712255606427,0.0001353784307411,241.0,3.83453183545856e-06,1.405688362865476e-05,0.520711998104072,0.909752607345581,0.10891009886323505,0.157693400979042,0.0250244140625,0.0250244140625,0.5113925858228137,0.9982578397212544,0.6054578168732506,1.0,0.589764094362255,1.0,205.0,205.0
E1_RBD6,cf,2,e1_rbd6_cf,MiniGrid-RedBlueDoors-6x6-v0,redbluedoors6x6_cf,cf_all_action,1.0,0.1,64,0.025,3.2,2000000,7660.5,64875,5168,runs/e1_rbd6_cf/seed_2,2026-09-08T18:20:47+0800,,1.0,59951,0.5915596959204331,879552.0,935632.0,1.0,1.0,0.9797125,16.23,0.0411082570208236,0.0151467668488441,0.029296875,0.9183235008004736,-0.0033896794629981,7.04818652366157e-05,261.0,6.706933555360741e-06,1.7892538380692713e-05,0.6630916870275482,1.076974391937256,0.09743580540530498,0.3837913274765014,0.0250244140625,0.0250244140625,0.5556348889015822,1.0,0.6506054720968757,1.0,0.6076369452219111,1.0,205.0,205.0
E1_RBD6,cf,3,e1_rbd6_cf,MiniGrid-RedBlueDoors-6x6-v0,redbluedoors6x6_cf,cf_all_action,1.0,0.1,64,0.025,3.2,2000000,7382.2,69111,11344,runs/e1_rbd6_cf/seed_3,2026-09-08T18:16:11+0800,,1.0,65212,0.6504962888047374,744208.0,790144.0,1.0,1.0,0.9644624999999999,28.43,0.1115915055852383,0.1758072112221737,0.1131591796875,0.4010520787791283,-0.0008497517119394,0.0014414294419111,271.0,5.513303044906815e-06,3.7339596019592136e-06,0.7333699233952116,0.8564105033874512,0.12514506226031447,0.1635632812976837,0.0250244140625,0.0250244140625,0.6083480893356943,0.8508710801393728,0.6694208031073284,0.8508710801393728,0.6661335465813676,0.9951219512195122,205.0,205.0
E1_RBD6,cf,4,e1_rbd6_cf,MiniGrid-RedBlueDoors-6x6-v0,redbluedoors6x6_cf,cf_all_action,1.0,0.1,64,0.025,3.2,2000000,7927.2,58353,18944,runs/e1_rbd6_cf/seed_4,2026-09-08T18:25:13+0800,,0.99,52519,0.5223342506087264,997600.0,1101472.0,1.0,0.99,0.967575,21.94,0.0880923392251133,0.0638147846368547,0.0968017578125,0.5629423183674214,-0.0028655740970862,0.0010892585341935,252.0,5.194749441156479e-06,5.177149432711303e-06,0.5908536875589949,0.3538224101066589,0.09200305709362241,0.2508042752742767,0.0250244140625,0.0250244140625,0.48484606157536986,0.9574912891986064,0.5855000856800137,0.9574912891986064,0.5409436225509796,0.9609756097560976,205.0,205.0
E1_RBD6,gae,0,e1_rbd6_gae,MiniGrid-RedBlueDoors-6x6-v0,redbluedoors6x6_cf,gae,1.0,0.1,64,0.025,3.2,2000000,1370.7,54251,11728,runs/e1_rbd6_gae/seed_0,2026-09-08T16:35:54+0800,,1.0,47081,0.5860792718754257,883856.0,982016.0,1.0,1.0,0.9764750000000001,18.82,0.0562035881448537,0.0218304465288383,0.0430908203125,0.9308452946194774,-0.0029123274071025,0.000117175242849,1463.0,,,,,,,0.0,0.0,,,,,,,,
E1_RBD6,gae,1,e1_rbd6_gae,MiniGrid-RedBlueDoors-6x6-v0,redbluedoors6x6_cf,gae,1.0,0.1,64,0.025,3.2,2000000,1398.5,87072,4816,runs/e1_rbd6_gae/seed_1,2026-09-08T16:36:22+0800,,1.0,84164,0.7586477166265477,518992.0,569360.0,1.0,1.0,0.9809,15.28,0.0570745902368798,0.0126859168558439,0.05377197265625,0.8529342481401732,-0.0074603476969059,0.0001289513043047,1434.0,,,,,,,0.0,0.0,,,,,,,,
E1_RBD6,gae,2,e1_rbd6_gae,MiniGrid-RedBlueDoors-6x6-v0,redbluedoors6x6_cf,gae,1.0,0.1,64,0.025,3.2,2000000,1431.3,73573,5168,runs/e1_rbd6_gae/seed_2,2026-09-08T16:36:57+0800,,1.0,69901,0.6789378887542964,682848.0,755680.0,1.0,1.0,0.9801625,15.87,0.0400141665013507,0.0055716223087074,0.024810791015625,0.9002668022831628,-0.003372517414391,9.9700275768555e-05,1404.0,,,,,,,0.0,0.0,,,,,,,,
E1_RBD6,gae,3,e1_rbd6_gae,MiniGrid-RedBlueDoors-6x6-v0,redbluedoors6x6_cf,gae,1.0,0.1,64,0.025,3.2,2000000,1396.9,47766,11344,runs/e1_rbd6_gae/seed_3,2026-09-08T16:36:23+0800,,0.98,40343,0.43740960332947704,1166064.0,1261504.0,0.99,0.99,0.94155,34.8,0.1967704121489077,0.3183673240273492,0.22393798828125,0.1005995733694818,0.0268791893468005,0.0021406504747574,1439.0,,,,,,,0.0,0.0,,,,,,,,
E1_RBD6,gae,4,e1_rbd6_gae,MiniGrid-RedBlueDoors-6x6-v0,redbluedoors6x6_cf,gae,1.0,0.1,64,0.025,3.2,2000000,1360.9,5162,19088,runs/e1_rbd6_gae/seed_4,2026-09-08T16:35:47+0800,,0.01,7,0.0011374363538560774,,,0.1,0.15,0.005075,362.55,1.4767267107963562,0.0051046198987023,0.06427001953125,0.0377771951061797,-0.0060916202055523,2.325199002939371e-05,1477.0,,,,,,,0.0,0.0,,,,,,,,
